stg,sys,system,series,stage,short,bottom,mid,top,dur,systemCol,seriesCol,col,t2d,t2u,t3,tPart,tGFd,tGFu,tSing,tOri,tExt,tThrough,divSIB,divCSIB,divRT,divBC,extProp,oriProp,extPC,oriPC,ext3t,ori3t,extC3t,oriC3t,extGF,oriGF,E2f3,O2f3,ext2f3,ori2f3,samp3t,sampRange,diet,mass_extinction,food_mass_extinction
51,P,Permian,Lopingian,Changhsingian,Chg,254.24,253.07,251.9,2.34,#e35b41,#f8baab,#facfc6,634,181,144,15,11,29,86,38,539,562,933,811.364253740495,1225,1101,0.510204081632653,0.101224489795918,0.672472286828989,0.0654278053224553,1.48223565486123,0.228683731689825,1.21881820440908,0.0745330518625668,1.23899075387414,0.142316222180255,0.710323574730354,0.0918367346938776,1.23899075387414,0.0963311089384321,0.905660377358491,0.480427046263345,Non-Carnivore,TRUE,FALSE
52,Tr,Triassic,Lower Triassic,Induan,Ind,251.9,250.89,249.88,2.02,#984b99,#a9599e,#b266a6,181,123,73,22,21,61,29,60,81,519,301,308.508287385635,689,600,0.159651669085631,0.129172714078374,0.145025772050258,0.109398594407107,0.908037590117435,0.521724914224026,0.536095174047914,0.422634011579796,0.26334997179225,0.22314355131421,0.231527093596059,0.2,0.26334997179225,0.22314355131421,0.768421052631579,0.252408477842004,Non-Carnivore,FALSE,FALSE
53,Tr,Triassic,Lower Triassic,Olenekian,Ole,249.88,248.29,246.7,3.18,#984b99,#a9599e,#bb71ac,123,181,91,41,51,12,57,78,36,543,308,351.870493009566,714,579,0.130252100840336,0.189075630252101,0.0641931576390598,0.134221761999543,0.301324848855568,0.687637524748976,0.213726789537582,0.424220074296826,0.130053128248198,0.193191229030859,0.0853658536585366,0.175675675675676,0.0892311337279426,0.193191229030859,0.689393939393939,0.252302025782689,Non-Carnivore,FALSE,FALSE
54,Tr,Triassic,Middle Triassic,Anisian,Ani,246.7,244.08,241.46,5.24,#984b99,#bd86bd,#c793c3,181,382,142,13,35,23,173,280,40,581,771,662.822627449761,1074,621,0.198324022346369,0.421787709497207,0.0665803250815675,0.39334374757582,0.242669973664565,0.989593551005314,-0.0802239804167042,0.617651134935794,0.086074608771243,0.731861692740636,0.0824742268041237,0.516455696202532,0.086074608771243,0.726612336854492,0.916129032258065,0.478485370051635,Non-Carnivore,FALSE,FALSE
55,Tr,Triassic,Middle Triassic,Ladinian,Lad,241.46,239.23,237,4.46,#984b99,#bd86bd,#d0a0c8,382,425,286,109,14,47,99,149,67,794,687,747.286942270386,1109,861,0.149684400360685,0.223624887285843,0.0810110431805951,0.171982821386322,0.289428797786723,0.396097358104564,0.125238403511281,0.308499298786578,0.105134245716822,0.266680682917393,0.0529531568228106,0.0730337078651685,0.0544067222071643,0.0758380763915044,0.724050632911392,0.468513853904282,Non-Carnivore,FALSE,FALSE
56,Tr,Triassic,Upper Triassic,Carnian,Car,237,232.15,227.3,9.7,#984b99,#c9a6d0,#d1b3d5,425,497,269,48,86,47,161,233,162,781,1013,940.190853030829,1337,943,0.241585639491399,0.294689603590127,0.188491132793772,0.261083034311442,0.457377789322578,0.61387864649479,0.255475187329517,0.29098469241352,0.261941520855192,0.301849232716561,0.20507399577167,0.258715596330275,0.229506245102038,0.299370916702094,0.848580441640379,0.585147247119078,Non-Carnivore,FALSE,FALSE
57,Tr,Triassic,Upper Triassic,Norian,Nor,227.3,218.405,209.51,17.79,#984b99,#c9a6d0,#dbc1de,497,443,295,66,36,32,185,151,217,797,958,923.315846231235,1350,1014,0.297777777777778,0.248888888888889,0.240803505360913,0.173499823464807,0.521614669756809,0.406594413705316,0.296945565133762,0.242404019429874,0.359470016270429,0.248511735863332,0.236234458259325,0.182711198428291,0.269494419452082,0.201762756289259,0.817174515235457,0.508155583437892,Non-Carnivore,FALSE,FALSE
58,Tr,Triassic,Upper Triassic,Rhaetian,Rha,209.51,205.435,201.36,8.15,#984b99,#c9a6d0,#e5cbe4,443,177,131,33,29,53,52,68,255,693,669,659.626757438395,1068,948,0.287453183520599,0.112359550561798,0.313324503065119,0.0936033586717826,1.21837244684398,0.300952409372678,0.925150194016588,0.0990498073796164,0.78552050069096,0.0844173418125832,0.544117647058823,0.0761904761904762,0.78552050069096,0.0792493716541405,0.798780487804878,0.424242424242424,Non-Carnivore,TRUE,FALSE
59,J,Jurassic,Lower Jurassic,Hettangian,Het,201.36,200.41,199.46,1.9,#00b0e2,#02b1ea,#22b5e9,177,230,135,46,35,62,45,113,18,743,398,420.269112183069,919,761,0.0685527747551687,0.171926006528836,0.0239373131439266,0.141574331423983,0.2708749541354,0.532804530484766,0.0414354743643751,0.308135425861719,-0.0858896718804296,0.245122458032985,0,0.217391304347826,0,0.245122458032985,0.74585635359116,0.29878869448183,Non-Carnivore,FALSE,FALSE
60,J,Jurassic,Lower Jurassic,Sinemurian,Sin,199.46,196.18,192.9,6.56,#00b0e2,#02b1ea,#5ebeee,230,354,190,49,74,21,82,132,35,821,538,532.998724552367,1070,856,0.109345794392523,0.2,0.0417472666893139,0.149091794201774,0.191055236762709,0.622272840973288,0.0852483921530414,0.329050588145892,0.0705301508058379,0.25273337140653,0.039426523297491,0.223325062034739,0.040224801310509,0.25273337140653,0.794979079497908,0.352009744214373,Non-Carnivore,FALSE,FALSE
61,J,Jurassic,Lower Jurassic,Pliensbachian,Plb,192.9,188.55,184.2,8.7,#00b0e2,#02b1ea,#86c9f3,354,363,224,25,41,21,142,133,105,848,759,664.49650149795,1228,953,0.20114006514658,0.223941368078176,0.116734267862299,0.14569182377346,0.457650861278735,0.482756782409811,0.261776338080076,0.253317302638786,0.339114246084052,0.291124416642754,0.258575197889182,0.242268041237113,0.299181535748681,0.277425572284592,0.899598393574297,0.446933962264151,Non-Carnivore,FALSE,FALSE
62,J,Jurassic,Lower Jurassic,Toarcian,Toa,184.2,179.45,174.7,9.5,#00b0e2,#02b1ea,#a3d1f3,363,237,171,37,14,90,77,97,106,875,604,578.633744855967,1155,981,0.158441558441558,0.150649350649351,0.114348573207749,0.105131918102825,0.752739277762191,0.326396584632471,0.36151652636957,0.220589740022804,0.294371060602578,0.210450724515791,0.255,0.131386861313869,0.294371060602578,0.140857432716596,0.822115384615385,0.370285714285714,Non-Carnivore,FALSE,FALSE
63,J,Jurassic,Middle Jurassic,Aalenian,Aal,174.7,172.8,170.9,3.8,#00b0e2,#84cfee,#a2d8f0,237,258,165,79,56,54,35,83,46,926,420,489.164314223917,1090,972,0.0743119266055046,0.108256880733945,0.0484815698142596,0.0858407857074295,0.362114667234551,0.447014111021037,0.195930147843569,0.251139587822379,0.0586487270815077,0.116300455696161,0.0569620253164557,0.109792284866469,0.0586487270815077,0.116300455696161,0.676229508196721,0.27645788336933,Non-Carnivore,FALSE,FALSE
64,J,Jurassic,Middle Jurassic,Bajocian,Baj,170.9,169.535,168.17,2.73,#00b0e2,#84cfee,#b0dff1,258,381,177,32,84,22,144,194,84,925,759,705.853202961633,1347,1009,0.169265033407572,0.250927988121752,0.0869212828411837,0.1903969707995,0.376809852347788,0.766649642552872,0.198491732413643,0.375426891160251,0.227463212458726,0.343274983943965,0.203448275862069,0.290556900726392,0.227463212458726,0.343274983943965,0.84688995215311,0.364324324324324,Non-Carnivore,FALSE,FALSE
65,J,Jurassic,Middle Jurassic,Bathonian,Bat,168.17,166.73,165.29,2.88,#00b0e2,#84cfee,#bce3f2,381,470,292,57,32,67,100,168,60,1059,784,738.003178539149,1387,1119,0.115356885364095,0.193222782984859,0.0551103627105188,0.147247099109505,0.266045572858419,0.475978892435823,0.0662493855412006,0.309794373044841,0.0515336501151829,0.324401173414661,0.0502283105022831,0.210626185958254,0.0515336501151829,0.236515288280099,0.836676217765043,0.430594900849858,Non-Carnivore,FALSE,FALSE
66,J,Jurassic,Middle Jurassic,Callovian,Cal,165.29,163.41,161.53,3.76,#00b0e2,#84cfee,#cae6f2,470,481,312,69,72,55,141,150,135,1092,894,859.819904341428,1518,1227,0.181818181818182,0.191699604743083,0.116561288406061,0.128712106188574,0.409729506894622,0.432864082296279,0.222046006959282,0.254545962362133,0.212073327559963,0.194026152743483,0.191094619666048,0.172727272727273,0.212073327559963,0.189620859275566,0.818897637795276,0.428571428571429,Non-Carnivore,FALSE,FALSE
67,J,Jurassic,Upper Jurassic,Oxfordian,Oxf,161.53,158.155,154.78,6.75,#00b0e2,#bbe4fa,#cce8fd,481,544,310,64,77,44,129,200,137,1105,1001,951.138102811207,1571,1242,0.169318905155952,0.20942075111394,0.116877648541571,0.166357705804941,0.439294972626569,0.562376949376751,0.256973415832615,0.362580762059532,0.265304362138488,0.298707542463489,0.194495412844037,0.243421052631579,0.216286381588073,0.278948392483026,0.828877005347594,0.484162895927602,Non-Carnivore,FALSE,FALSE
68,J,Jurassic,Upper Jurassic,Kimmeridgian,Kim,154.78,152.01,149.24,5.54,#00b0e2,#bbe4fa,#d4eefd,544,506,355,71,43,31,131,135,132,1173,962,909.192641648271,1571,1305,0.167409293443666,0.169318905155952,0.106638471103318,0.108934683363669,0.426831457380527,0.35441887981205,0.237210598104961,0.16673537987671,0.296938876912313,0.20723949806182,0.186991869918699,0.140381282495667,0.207014169384326,0.151266339783172,0.833333333333333,0.480818414322251,Non-Carnivore,FALSE,FALSE
69,J,Jurassic,Upper Jurassic,Tithonian,Tit,149.24,146.17,143.1,6.14,#00b0e2,#bbe4fa,#e0f2fc,506,291,182,38,28,123,140,146,192,1116,927,882.532324187953,1594,1308,0.208281053952321,0.179422835633626,0.158748389075888,0.122946900159902,1.02252998221067,0.469316580094697,0.458594533130731,0.286995023300743,0.461218799690003,0.28262900460039,0.369485294117647,0.224924012158055,0.461218799690003,0.254794205606946,0.827272727272727,0.402329749103943,Non-Carnivore,FALSE,FALSE
70,K,Cretaceous,Lower Cretaceous,Berriasian,Ber,143.1,140.4,137.7,5.4,#95c562,#9fca70,#9ec979,291,257,165,125,55,42,53,79,84,1178,508,703.19756802759,1394,1262,0.0982783357245337,0.0946915351506456,0.0688796788896264,0.0649098443787154,0.567377793270912,0.443130610994639,0.365511640403987,0.253509751719073,0.225550291344775,0.101876191575215,0.122596153846154,0.0916230366492147,0.130787906678772,0.096095828659716,0.568965517241379,0.247877758913413,Non-Carnivore,FALSE,FALSE
71,K,Cretaceous,Lower Cretaceous,Valanginian,Val,137.7,135.15,132.6,5.1,#95c562,#9fca70,#a8d182,257,336,152,34,92,43,83,127,92,1165,686,661.139440765269,1467,1257,0.119291070211316,0.143149284253579,0.0760068425904464,0.103470318342746,0.525195564048944,0.793230639116928,0.25353714106532,0.229295190036989,0.239601263617253,0.285881891947633,0.209621993127148,0.248648648648649,0.235243958248297,0.285881891947633,0.817204301075269,0.329613733905579,Non-Carnivore,FALSE,FALSE
72,K,Cretaceous,Lower Cretaceous,Hauterivian,Hau,132.6,129.55,126.5,6.1,#95c562,#9fca70,#b7d690,336,283,173,54,33,119,55,116,90,1202,617,637.623789735454,1463,1292,0.0991114149008886,0.116883116883117,0.0722045692473943,0.0921285999672996,0.663819565465425,0.492155303145459,0.241750302305226,0.290289150278534,0.119707964065968,0.259401299336834,0.112820512820513,0.195845697329377,0.119707964065968,0.217964109472661,0.762114537444934,0.296173044925125,Non-Carnivore,FALSE,FALSE
73,K,Cretaceous,Lower Cretaceous,Barremian,Bar,126.5,123.95,121.4,5.1,#95c562,#9fca70,#c2da9c,283,386,219,115,94,52,95,129,77,1241,668,802.376884247639,1542,1318,0.111543450064851,0.14526588845655,0.0601979298578454,0.0988932336175634,0.256375167826737,0.56676563964833,0.0872988377828028,0.295107216664706,0.0306146358196069,0.157482905503068,0.0175879396984925,0.145708582834331,0.0177444452990719,0.157482905503068,0.655688622754491,0.295729250604351,Non-Carnivore,FALSE,FALSE
74,K,Cretaceous,Lower Cretaceous,Aptian,Apt,121.4,117.3,113.2,8.2,#95c562,#9fca70,#cfe1a7,386,619,266,49,110,37,168,277,151,1219,1154,1076.30242825607,1815,1370,0.175757575757576,0.245179063360882,0.116779889340899,0.204764029053151,0.372341060683132,0.844608963902897,0.171188205134494,0.422539700742697,0.211714855490587,0.452199004612229,0.158620689655172,0.36377245508982,0.172712697687318,0.452199004612229,0.844444444444444,0.457752255947498,Non-Carnivore,FALSE,FALSE
75,K,Cretaceous,Lower Cretaceous,Albian,Alb,113.2,106.85,100.5,12.7,#95c562,#9fca70,#d9e8b1,619,644,377,84,35,61,250,303,212,1284,1377,1326.15140443024,2049,1496,0.225475841874085,0.269887750122011,0.152814674284516,0.211865236276503,0.495860085236585,0.535453538656343,0.313039650906717,0.366377208612409,0.297689303928026,0.383725121471759,0.234708392603129,0.254120879120879,0.267498331648881,0.29319172826275,0.817787418655098,0.476635514018692,Non-Carnivore,FALSE,FALSE
76,K,Cretaceous,Upper Cretaceous,Cenomanian,Cen,100.5,97.2,93.9,6.6,#95c562,#b9d25d,#c6d86c,644,535,334,67,68,46,217,260,228,1359,1307,1235.87084623982,2064,1587,0.215600775193798,0.231104651162791,0.155096306375265,0.175059539526491,0.656557733127653,0.471125753919306,0.414644079131453,0.269972898370668,0.464113835189672,0.249654676862542,0.317862165963432,0.210963455149502,0.382523538865758,0.23694264127418,0.832917705735661,0.442972774098602,Non-Carnivore,FALSE,FALSE
77,K,Cretaceous,Upper Cretaceous,Turonian,Tur,93.9,91.645,89.39,4.51,#95c562,#b9d25d,#d2dd77,535,274,190,52,29,191,106,149,136,1483,924,926.900956585725,1874,1619,0.129135538954109,0.13607257203842,0.0877416115397031,0.0957391933861202,1.03524267473552,0.366104034227584,0.387618749199659,0.183283599897715,0.304287091825607,0.184778560487007,0.262350936967632,0.150306748466258,0.304287091825606,0.162879875179369,0.785123966942149,0.359406608226568,Non-Carnivore,FALSE,FALSE
78,K,Cretaceous,Upper Cretaceous,Coniacian,Con,89.39,87.545,85.7,3.69,#95c562,#b9d25d,#dce383,274,265,191,174,87,187,35,63,50,1582,452,680.295387096816,1730,1632,0.0491329479768786,0.0566473988439306,0.0311163871964531,0.0390505148718731,0.36085467834144,0.327456397939592,0.0411332521450428,0.0855427439433922,-0.20875481386211,-0.0291827667570598,-0.00892857142857143,0,-0.00888894741724604,0,0.523287671232877,0.192161820480405,Non-Carnivore,FALSE,FALSE
79,K,Cretaceous,Upper Cretaceous,Santonian,San,85.7,84.675,83.65,2.05,#95c562,#b9d25d,#e5e88f,265,507,215,81,274,22,61,144,91,1554,799,866.362457575395,1850,1645,0.0821621621621622,0.110810810810811,0.0569081322718795,0.0886188359436999,0.209091797858559,0.85787297546352,-0.00657400794150334,0.210249049927659,0.0843873922775474,0.0310905870700312,0.023121387283237,0.0306122448979592,0.0233928795747054,0.0310905870700312,0.726351351351351,0.323680823680824,Non-Carnivore,FALSE,FALSE
80,K,Cretaceous,Upper Cretaceous,Campanian,Cam,83.65,77.91,72.17,11.48,#95c562,#b9d25d,#efec9b,507,763,349,84,61,42,168,227,246,1452,1342,1311.33779754061,2093,1698,0.197802197802198,0.188724319159102,0.156509171486551,0.145256461692799,0.373439081388756,0.78218610908203,0.221133420535067,0.462464682885632,0.218501213371457,0.539165177464132,0.145516074450085,0.343565525383707,0.157257588130738,0.420932400401472,0.806004618937644,0.482782369146006,Non-Carnivore,FALSE,FALSE
81,K,Cretaceous,Upper Cretaceous,Maastrichtian,Maa,72.17,69.105,66.04,6.13,#95c562,#b9d25d,#f5f1a7,763,523,310,51,54,71,234,208,466,1213,1517,1391.33170895741,2121,1679,0.33003300330033,0.208392267798208,0.325101748133491,0.15826421915305,0.900685733805265,0.523009166585731,0.603854466699896,0.307343360785668,0.63353477775843,0.324350876088868,0.455773955773956,0.261324041811847,0.608390595957405,0.302895941087609,0.858725761772853,0.502061005770816,Non-Carnivore,TRUE,TRUE
82,Pg,Paleogene,Paleocene,Danian,Dan,66.04,63.85,61.66,4.38,#f8ac70,#f8b77d,#fbc27f,523,439,272,94,40,117,111,266,144,1277,1066,1129.71522096697,1798,1421,0.14182424916574,0.209677419354839,0.106847272064561,0.189214996330622,0.653779397768926,0.478697346779174,0.302381510931037,0.326391685925485,0.244852370252815,0.272168264564112,0.217179902755267,0.195121951219512,0.244852370252815,0.217064505237828,0.743169398907104,0.426781519185591,Non-Carnivore,FALSE,FALSE
83,Pg,Paleogene,Paleocene,Selandian-Thanetian,Se-Th,61.66,58.83,56,5.66,#f8ac70,#f8b77d,#fccb87,439,449,285,120,109,104,74,162,99,1444,838,937.894039735099,1779,1543,0.0972456436200112,0.13265879707701,0.0663115329103893,0.106329575053935,0.432010232806521,0.454533707473604,0.176949078524006,0.157702440368235,0.0937014566045763,0.101657168671166,0.0876565295169946,0.0913884007029877,0.0917387474367278,0.0958375596179018,0.703703703703704,0.348337950138504,Non-Carnivore,FALSE,FALSE
84,Pg,Paleogene,Eocene,Ypresian,Ypr,56,52.035,48.07,7.93,#f8ac70,#fac18a,#f7ba8e,449,522,296,86,119,91,252,285,84,1522,1229,1249.17455369277,2143,1606,0.156789547363509,0.250583294447037,0.0537213560850758,0.171642752170597,0.416663433418194,0.567308133558578,0.122902314890031,0.21591024672069,0.123171358404074,0.193568780881302,0.114018691588785,0.175986842105263,0.12105942520093,0.193568780881302,0.774869109947644,0.399474375821288,Non-Carnivore,FALSE,FALSE
85,Pg,Paleogene,Eocene,Lutetian,Lut,48.07,44.55,41.03,7.04,#f8ac70,#fac18a,#f9c39f,522,576,369,126,85,200,95,215,99,1708,1079,1139.98692845648,2117,1807,0.0916391119508739,0.146433632498819,0.0563449162437133,0.118563371240265,0.346870943842111,0.445311016655364,0.0124271054822913,0.190249862372849,-0.0700211492125174,0.190905300485346,0,0.123931623931624,0,0.132311136219293,0.745454545454545,0.392271662763466,Non-Carnivore,FALSE,FALSE
86,Pg,Paleogene,Eocene,Bartonian,Brt,41.03,39.37,37.71,3.32,#f8ac70,#fac18a,#fcceac,576,679,423,168,208,79,96,180,111,1812,1121,1233.53739625681,2199,1923,0.0941336971350614,0.125511596180082,0.0594552589858551,0.0947079515416189,0.308735481649613,0.473248948512418,0.116760493155016,0.179487829984255,0.10476332244808,0.0583397488857798,0.0255376344086022,0.0566706021251476,0.0258693799784171,0.0583397488857798,0.715736040609137,0.405077262693157,Non-Carnivore,FALSE,FALSE
87,Pg,Paleogene,Eocene,Priabonian,Prb,37.71,35.805,33.9,3.81,#f8ac70,#fac18a,#fcd7ba,679,639,378,80,113,125,150,251,250,1742,1549,1478.17104209574,2393,1992,0.167154199749269,0.167572085248642,0.134105280732095,0.134607162800347,0.585726931939108,0.525010258757947,0.218002151813791,0.190566420398127,0.263814591045137,0.230472148065036,0.227931488801054,0.204450625869263,0.258681987818617,0.228722366341249,0.825327510917031,0.515499425947187,Non-Carnivore,FALSE,FALSE
88,Pg,Paleogene,Oligocene,Rupelian,Rup,33.9,30.595,27.29,6.61,#f8ac70,#fdcb98,#fedfb3,639,558,396,176,77,280,76,167,124,1869,1104,1255.94178726188,2236,1993,0.0894454382826476,0.108676207513417,0.0642375127572319,0.0855835702148506,0.478490243123054,0.34294475112683,0.0931825924398701,0.150969762632233,-0.044398413588453,0.123076311910426,0,0.0463215258855586,0,0.0474286935711108,0.692307692307692,0.394328517924024,Non-Carnivore,FALSE,FALSE
89,Pg,Paleogene,Oligocene,Chattian,Cht,27.29,25.165,23.04,4.25,#f8ac70,#fdcb98,#ffeac3,558,754,451,212,280,107,82,168,85,1951,1117,1293.27163901982,2286,2036,0.0730533683289589,0.109361329833771,0.0426450370473021,0.0826022176451878,0.212891622878633,0.513925028505278,0.0508900685756356,0.14620024837996,0,0.0240975515790605,0,0.0238095238095238,0,0.0240975515790605,0.680241327300151,0.400820092260379,Non-Carnivore,FALSE,FALSE
90,Ng,Neogene,Miocene,Lower Miocene,Lmi,23.04,19.515,15.99,7.05,#fede1a,#ffed02,#fff14a,754,1100,580,102,208,104,194,323,195,1924,1818,1683.64239933014,2636,2119,0.147572078907436,0.196130500758725,0.0965379270426473,0.155189640959677,0.262364264467491,0.640037355245997,0.0528396006880853,0.254729704562813,0.0853135837125355,0.300520652368967,0.0735981308411215,0.259567387687188,0.0764471545068941,0.300520652368967,0.850439882697947,0.574844074844075,Non-Carnivore,FALSE,FALSE
91,Ng,Neogene,Miocene,Middle Miocene,Mmi,15.99,13.81,11.63,4.36,#fede1a,#ffed02,#fef26b,1100,1103,828,193,95,205,196,202,254,1993,1862,1808.31746192557,2645,2247,0.170132325141777,0.15047258979206,0.119954951972534,0.0965410052964771,0.284052304401202,0.286775864868243,0.037305320922514,0.124774310565246,0.0532082622757008,0.149531733970964,0.0518174787316319,0.0702160493827161,0.0532082622757008,0.0728030309874646,0.810969637610186,0.607124937280482,Non-Carnivore,FALSE,FALSE
92,Ng,Neogene,Miocene,Upper Miocene,Umi,11.63,8.48,5.33,6.3,#fede1a,#ffed02,#fef488,1103,1128,829,232,199,142,233,165,362,1833,1881,1896.04763045985,2593,2195,0.22946394138064,0.153490165831084,0.180228077669567,0.0861927113687938,0.285568864118207,0.307981276922709,0.124225713709445,0.0984566131433035,0.104112854859671,0.076372978784574,0.0621722846441948,0.0536764705882353,0.0641890191743061,0.0551707711339711,0.7813383600377,0.611565739225314,Non-Carnivore,FALSE,FALSE
93,Ng,Neogene,Pliocene,Pliocene,Pli,5.33,3.96,2.59,2.74,#fede1a,#fff7b2,#fff7b2,1128,1190,851,149,183,13,205,139,525,1473,1943,1798.22004555664,2342,1998,0.311699402220324,0.146883005977797,0.304845542745869,0.0901745066039433,0.28178930348463,0.335296457532201,0.209995611465887,0.0885494740535127,0.231597351783856,0.123869481712786,0.122161315583399,0.111277072442121,0.130292432960379,0.117969759585597,0.851,0.729124236252546,Non-Carnivore,FALSE,FALSE
94,,Quarternary,Pleistocene,Pleistocene,Ple,2.59,1.30085,0.0117,2.5783,#fff69b,#fff2c5,#fff2c5,1190,396,309,23,41,NA,257,31,1186,426,1839,1556.18393497979,1900,1612,0.759473684210526,0.151578947368421,1.3307915767972,0.0702440446248342,1.34836730920783,0.248072934356735,NA,0.0867297839479722,NA,0.116292500278322,NA,0.0859188544152745,NA,0.0898359307414918,0.930722891566265,0.856807511737089,Non-Carnivore,FALSE,FALSE
95,,Quarternary,Holocene,Holocene,Hol,0.0117,0.00585,0,0.0117,#fff69b,#fff5eb,#fff5eb,396,NA,NA,NA,NA,NA,50,NA,457,NA,507,NA,507,457,1,0.0986193293885602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-Carnivore,FALSE,FALSE
